Row_Number,Time,Main_Engine_Fuel_Consumption_MT_day,Main_Engine_Using_HFO_bool,Main_Engine_Using_MGO_bool,Draft_Forward_meters,Draft_Aft_meters,Draft_Mid_1_meters,Draft_Mid_2_meters,Speed_Over_Ground_knots,Speed_Through_Water_knots,Heading_degrees,Rudder_Angle_degrees,Weather_Service_Apparent_Wind_Speed_knots,Weather_Service_Apparent_Wind_Direction_degrees_from_bow,Weather_Service_True_Wind_Speed_knots,Weather_Service_True_Wind_Direction_degrees_from_north,Weather_Service_Temperature_celsius,Water_Depth_meters,id
9347,2018-08-03T16:00:00,10.913841492649835,0.0,1.0,5.89235741589783,8.017753112339147,6.805289620956243,6.8274737795711555,11.53482996976405,10.674355944895282,353.28414232614733,359.6009471542625,13.247325692122882,336.24394744704824,5.369116709200043,76.97491656310808,20.777613234293653,31.840821457731494,10
9348,2018-08-03T17:00:00,10.909833830163013,0.0,1.0,5.883866744298486,8.005327431655886,6.808095018775865,6.835383609315669,11.24691954924996,10.575995892722792,4.992563061978614,359.253737992854,13.571681771207567,-26.04044855126225,6.032838349350879,85.96101947674876,20.91016996972661,36.389686247332754,10
9349,2018-08-03T18:00:00,10.75204631399943,0.0,1.0,5.8877889904874845,8.001661537600349,6.793481575354291,6.8446807011188024,10.854983389756882,10.682221263745841,13.788094034498119,359.3377148776747,14.44400894708182,-25.329412761166704,6.559544937061911,84.1879744620817,21.020842664659313,36.00635628666288,10
9350,2018-08-03T19:00:00,10.647919546165866,0.0,1.0,5.883969634296378,7.987641396459702,6.793488250786842,6.848718330657739,10.199568116177945,10.6407244999078,36.55436872825588,359.1153088123009,16.236757440495264,-16.48527762054633,7.075524661423754,77.1855053625982,20.914767421936062,36.63338667432242,10
9351,2018-08-03T20:00:00,10.625517424639675,0.0,1.0,5.89666144422984,8.008649187858033,6.789174715858131,6.84669550413356,9.548854575508505,10.636871115149482,21.401474662295435,359.143365536649,16.776383188911982,-4.596072691707521,7.298453675885921,32.01538178277258,19.145704040527335,31.15577794225646,10
9352,2018-08-03T21:00:00,10.764819395599183,0.0,1.0,5.893592623495497,7.993126365256348,6.786898928546789,6.853449141194232,9.183077776580307,10.433708863474008,26.551133353439972,359.24077110117327,16.005372898760932,-0.991983101895713,6.825523194547606,28.877787290247493,19.120037841796886,30.1924364399724,10
9353,2018-08-03T22:00:00,10.883641776902047,0.0,1.0,5.896419473153004,7.992527257716213,6.780449415188941,6.846968369968287,9.24341466537643,10.360937369245942,27.9980275900113,359.19134172307747,15.462078439175599,2.195102324577933,6.235505890921316,22.54798599492609,19.15337422688799,26.742081064794423,10
9354,2018-08-03T23:00:00,10.89280609160131,0.0,1.0,5.891011718035305,7.990088685012451,6.765886315418646,6.828750259134285,9.615340181574636,10.434279743410082,28.396318669893773,359.1207854506105,15.226832811888498,5.5838710143822246,5.733963833350463,13.4216264360308,19.189137998250374,24.587495380564814,10
9355,2018-08-04T00:00:00,10.921090292667522,0.0,1.0,5.903827062409963,8.002686796869517,6.7627790465994435,6.829735657135097,9.947241234447324,10.413932651933669,22.770003724839047,359.09216362000694,15.0434279499317,7.951185240358985,5.37106360918588,359.9748990152251,19.205496623982754,22.272484922260425,10
9356,2018-08-04T01:00:00,10.94250354694573,0.0,1.0,5.922142102091447,8.018754317612908,6.769517372232581,6.844449616854409,10.238687312946409,10.420066505465215,24.43961250929319,359.00094584008434,15.40021899784572,12.22951604980943,5.813588887201571,350.30535938040765,19.188354224537704,21.59650853887904,10
9357,2018-08-04T02:00:00,10.903587526023296,0.0,1.0,5.923140231156822,8.011996184242689,6.7694156711497255,6.851970180081267,10.363655957378034,10.23709722002346,29.888605435976185,358.8231457292124,12.746372228533218,17.288124316985623,4.196804225170196,325.39004505920457,18.922201811721663,20.99594773268814,10
9358,2018-08-04T03:00:00,10.625439769096527,0.0,1.0,5.929843106357225,8.00275597798343,6.794211387617375,6.851830869716011,10.484891821793832,10.228612887177285,39.14310712794111,358.97444305065085,11.900747281004255,16.573026463062067,3.517380360725412,324.33033311793963,18.977622035472336,24.445546256470365,10
9359,2018-08-04T04:00:00,10.651891791343788,0.0,1.0,5.991808589608342,8.010405006341406,6.816299965467141,6.930242448437945,10.749344971570526,10.478806003931005,54.82390845865113,358.95127279503276,11.759936107967551,15.531061566476774,3.2020344247646286,335.2812865269061,19.192697191021352,30.37371086740421,10
9360,2018-08-04T05:00:00,10.661677034694238,0.0,1.0,6.0439403931991125,7.976605050755697,6.806635116553285,6.9553079846174946,11.092694841774666,10.628797881458617,54.999989493908494,359.0643076599417,12.654668549053081,14.812832656037541,3.430761336982266,344.43265665863396,19.285681520589264,34.18937328239629,10
9361,2018-08-04T06:00:00,10.606453240589286,0.0,1.0,6.047325148763501,7.977796084350676,6.851696877419106,6.91975656139857,11.067102455527216,10.591066250800292,41.92928122585647,359.3017259002044,13.904899184131512,11.906669050710732,3.830777018342134,353.4349299970779,19.36785765625001,35.093131449176994,10
9362,2018-08-04T07:00:00,10.631753498961304,0.0,1.0,6.046347411030035,7.9580029565427255,6.8509923574763985,6.921876031410313,10.706486126629134,10.433600929947632,13.524454224639992,359.44281957329423,14.581600384493045,3.8948464772781715,3.9670709274802527,359.06639925618333,19.345596718349952,37.16152319659827,10
9363,2018-08-04T08:00:00,10.73881173811035,0.0,1.0,6.040672639952649,7.954755420753901,6.85143480974378,6.925202933218442,10.19988155334009,10.276492257180907,344.5159796800827,359.3789046247564,17.624144776528347,25.24112321956595,9.457643176708931,291.8945345234437,19.63061529659018,40.579179838844276,10
